,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTimes90DaysLate,age,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
146673,0,0,70,0,0.0,0
18764,0,0,63,0,1.0,0
16097,0,0,50,0,2.0,0
125631,0,0,57,0,1.0,0
77715,0,0,35,0,0.0,0
130900,0,0,46,0,1.0,0
69797,0,0,55,0,0.0,0
79635,0,0,44,0,0.0,0
96106,0,0,72,0,0.0,0
55419,4,1,38,0,3.0,0
149151,0,0,47,0,1.0,0
82060,0,0,41,0,3.0,0
37024,98,98,25,98,2.0,1
36997,0,0,37,0,0.0,0
47839,0,0,22,0,0.0,0
111391,0,0,41,0,4.0,1
142960,0,0,49,0,1.0,0
107294,1,0,47,0,1.0,0
67834,0,0,64,0,0.0,0
101558,0,0,55,0,0.0,0
92466,5,0,30,0,0.0,1
133923,0,0,70,0,0.0,0
67687,0,0,50,0,2.0,0
114420,1,0,52,0,0.0,0
114378,0,0,63,0,1.0,0
19851,0,0,30,0,1.0,0
132195,0,0,26,0,0.0,0
12140,0,0,54,0,3.0,0
30664,0,0,47,0,0.0,0
61529,0,0,61,0,2.0,0
77595,0,0,23,0,1.0,1
3583,0,0,90,0,0.0,0
24498,0,0,27,0,0.0,0
130901,0,0,72,0,0.0,0
137446,0,0,38,0,4.0,0
136786,0,0,48,0,0.0,0
3465,0,0,35,0,0.0,0
62609,0,0,72,0,0.0,0
57857,98,98,21,98,0.0,0
126704,2,0,41,0,2.0,1
103301,0,0,56,0,0.0,0
58963,0,0,57,0,2.0,0
22232,0,0,41,0,2.0,0
99153,0,0,31,0,0.0,0
101497,5,1,46,0,0.0,1
124228,0,0,31,0,0.0,0
20473,0,0,41,0,0.0,0
68651,0,0,59,0,1.0,0
142175,0,0,40,0,6.0,0
11335,0,0,75,0,0.0,0
24671,1,0,45,0,0.0,1
136728,0,0,26,0,2.0,0
113216,0,0,49,0,5.0,0
134779,0,0,61,0,0.0,0
22373,0,0,53,0,3.0,0
130751,0,0,75,0,0.0,1
138842,0,0,63,0,0.0,0
135610,0,0,49,0,0.0,0
21439,0,0,69,0,0.0,0
27655,0,0,69,0,0.0,0
56151,0,0,34,0,0.0,0
48451,0,0,82,0,1.0,1
143429,0,0,58,0,0.0,0
34934,0,0,48,0,1.0,0
32656,0,0,57,0,0.0,0
70500,1,0,57,0,1.0,0
82480,0,0,66,0,0.0,0
46495,2,0,55,0,0.0,1
40297,0,0,30,0,0.0,0
46268,0,0,63,0,0.0,0
14783,0,0,63,0,0.0,0
129174,0,0,70,0,0.0,0
63194,0,0,41,0,0.0,0
89923,2,0,66,0,1.0,0
78974,0,0,55,0,3.0,0
34722,1,0,35,1,0.0,0
75400,0,0,64,0,4.0,0
134952,1,0,67,0,0.0,0
91673,0,0,39,0,4.0,0
70142,0,0,64,0,1.0,0
129235,0,0,59,0,1.0,0
31919,0,0,35,0,1.0,0
126523,0,0,63,0,0.0,0
72834,1,0,35,0,0.0,0
72151,0,0,53,0,0.0,0
55973,0,0,93,0,0.0,0
19998,1,0,42,0,2.0,0
138000,3,1,63,0,0.0,0
113749,0,0,49,0,1.0,0
55433,0,0,51,0,2.0,0
29914,3,0,67,0,2.0,0
136381,0,0,28,0,1.0,0
27745,0,0,46,0,2.0,0
75596,0,0,44,0,2.0,0
38934,4,1,52,0,0.0,1
60606,0,0,53,0,0.0,0
12071,1,1,40,2,4.0,1
87127,1,0,51,0,1.0,0
87564,0,0,34,0,0.0,0
18311,0,0,69,0,0.0,0
33262,1,0,49,0,1.0,0
92921,0,0,31,0,2.0,0
12434,0,0,35,0,1.0,0
131307,0,0,33,0,0.0,0
107918,0,0,59,0,0.0,0
95663,1,0,53,0,1.0,0
92043,0,0,34,0,0.0,0
70284,0,0,40,0,0.0,0
128576,0,0,61,0,2.0,0
21122,0,0,42,0,2.0,0
27102,0,0,31,0,0.0,0
14324,0,0,45,0,3.0,0
137634,1,0,53,0,0.0,0
17332,0,0,59,0,0.0,0
1005,0,0,36,0,2.0,0
78328,1,0,54,0,0.0,0
56421,0,0,62,0,0.0,0
92651,2,0,37,0,0.0,0
85831,0,0,76,0,0.0,0
22516,0,0,69,0,0.0,0
118567,0,0,39,0,0.0,0
2187,0,0,61,0,0.0,0
140369,0,0,63,0,3.0,0
17889,0,0,54,0,0.0,0
120144,1,0,49,0,0.0,0
137781,0,0,63,0,0.0,0
116666,0,0,43,0,0.0,0
145316,1,0,47,0,0.0,0
63139,0,0,50,0,0.0,0
87807,0,0,47,0,3.0,0
63226,1,0,56,0,0.0,0
134935,0,0,32,0,0.0,0
53074,0,0,51,0,0.0,0
89980,0,0,69,0,0.0,0
129009,2,0,42,0,0.0,0
88491,0,0,40,0,1.0,0
29475,0,0,51,0,0.0,0
72140,2,0,37,1,3.0,0
96494,0,0,62,0,1.0,0
144030,0,0,84,0,0.0,0
111632,0,0,58,0,1.0,1
125427,0,0,67,0,0.0,0
43172,0,0,46,0,0.0,0
20346,1,0,41,0,1.0,0
25685,0,0,25,0,0.0,0
26543,0,0,44,0,3.0,0
121414,0,0,65,0,0.0,0
101729,0,0,36,0,2.0,0
33010,0,0,66,0,0.0,0
1063,0,0,66,0,0.0,0
131283,0,0,61,0,0.0,0
21269,0,0,81,0,0.0,0
60765,0,0,50,0,3.0,0
111619,0,0,47,0,0.0,0
114313,0,0,75,0,0.0,0
10064,0,0,67,0,0.0,0
119137,0,0,47,0,1.0,0
139734,0,0,62,0,0.0,0
85837,0,0,50,3,2.0,1
147746,0,0,62,0,0.0,0
35751,0,0,61,0,0.0,0
110722,1,0,54,3,2.0,1
132344,0,1,29,0,3.0,0
78842,0,0,77,0,1.0,0
8885,0,0,37,0,0.0,0
60898,0,1,61,0,0.0,0
71988,0,0,76,0,0.0,0
16762,0,0,66,0,0.0,0
64670,0,0,40,0,3.0,0
98810,0,0,71,0,0.0,0
92958,0,0,45,0,2.0,0
45393,0,0,64,0,0.0,0
53409,0,0,83,0,0.0,0
31995,0,0,35,0,0.0,0
106228,0,0,68,0,0.0,0
58791,0,0,27,0,0.0,0
108870,0,0,51,0,1.0,0
32306,0,0,55,0,5.0,0
6303,0,0,47,0,1.0,0
68671,0,0,49,0,0.0,0
44194,1,0,36,0,0.0,0
142151,0,0,70,0,0.0,0
78510,0,0,45,0,2.0,0
37463,0,1,23,1,0.0,0
83952,0,0,82,0,0.0,0
131392,0,0,45,0,0.0,0
68150,0,0,67,0,0.0,0
24766,0,0,24,0,0.0,0
148746,2,0,59,0,0.0,0
134557,0,0,27,0,0.0,0
131486,0,0,60,0,0.0,0
10612,0,0,51,0,0.0,0
93574,0,0,61,0,1.0,0
51790,0,0,68,1,1.0,0
29365,1,0,30,0,0.0,0
87325,1,0,27,0,0.0,0
42708,0,0,46,0,2.0,0
103477,0,0,38,0,3.0,0
138067,0,0,54,0,1.0,0
25212,1,0,36,0,3.0,0
19708,0,0,40,0,4.0,0
9060,0,0,66,0,0.0,0
57793,0,0,58,1,1.0,1
133290,0,0,54,0,0.0,0
2509,0,0,45,0,0.0,0
83743,0,0,38,0,3.0,0
45494,0,0,21,0,0.0,0
61338,0,0,38,0,0.0,0
22450,0,0,72,0,0.0,0
52750,0,0,36,0,2.0,0
128378,0,0,35,0,2.0,0
96161,0,0,44,0,2.0,0
101259,1,0,34,0,0.0,0
39240,0,0,32,0,0.0,0
135047,0,0,46,0,3.0,0
92600,0,0,93,1,0.0,0
79148,0,0,32,0,1.0,0
57669,0,0,62,0,0.0,0
140711,0,0,68,0,0.0,0
88515,0,0,62,0,0.0,0
41191,0,0,57,0,1.0,1
149795,1,0,43,1,1.0,0
87529,0,0,25,0,0.0,0
137169,2,0,36,0,0.0,0
76242,0,0,42,0,0.0,0
82374,0,0,55,0,1.0,0
35302,0,0,41,0,2.0,0
13100,0,0,39,0,1.0,0
4549,0,0,26,0,0.0,0
47015,0,0,70,0,0.0,0
37718,2,0,36,1,0.0,0
91007,0,0,54,0,0.0,0
36250,0,0,63,0,0.0,0
78015,0,0,33,0,0.0,0
137889,0,1,39,0,3.0,0
57691,0,0,58,0,0.0,0
145713,0,0,23,0,2.0,0
105649,0,0,36,0,1.0,0
74515,0,0,51,0,3.0,0
11711,0,0,41,0,0.0,0
35284,1,0,37,0,0.0,0
69194,0,0,69,0,1.0,0
143554,0,0,40,0,3.0,0
56425,0,0,24,0,0.0,0
122089,0,0,73,1,1.0,0
76963,0,0,62,0,0.0,0
81531,1,0,44,0,2.0,0
94857,0,0,52,0,3.0,0
108377,0,0,50,0,4.0,0
67303,0,0,24,0,0.0,0
110939,1,0,65,0,0.0,0
49935,0,0,51,0,2.0,0
62419,1,0,57,0,0.0,0
132604,0,0,60,0,0.0,0
114862,0,0,43,0,0.0,0
111535,0,1,61,0,0.0,0
82706,1,0,54,0,0.0,0
68692,0,0,40,0,0.0,0
2973,0,0,44,0,0.0,0
119932,0,0,37,0,0.0,0
44012,0,0,65,0,0.0,0
39362,0,0,66,0,0.0,0
81178,0,0,32,0,2.0,0
128978,0,0,79,0,0.0,0
8500,0,0,63,0,0.0,0
56788,0,0,45,0,2.0,0
64801,0,0,59,0,2.0,0
71967,1,0,27,0,0.0,0
125043,0,0,38,0,2.0,0
16950,0,0,44,0,3.0,0
124917,0,0,60,0,2.0,0
116182,0,0,34,0,1.0,0
9751,0,0,41,0,3.0,0
5981,1,0,58,0,2.0,0
26300,0,0,61,0,1.0,0
10598,0,0,74,0,0.0,0
25607,0,0,60,0,0.0,0
71999,0,0,65,0,0.0,0
7958,0,0,37,0,3.0,0
60417,0,0,24,0,0.0,0
12155,0,0,47,0,1.0,0
145443,1,0,55,0,0.0,0
18544,0,0,74,0,0.0,0
58711,0,0,75,0,0.0,0
75708,0,0,31,0,1.0,0
39909,0,0,55,0,0.0,0
140125,2,0,79,0,1.0,0
101679,0,0,47,0,0.0,0
32458,0,0,57,1,1.0,1
62078,0,0,80,0,0.0,0
18,0,0,43,0,2.0,0
108142,0,0,42,0,0.0,0
39750,1,0,48,0,2.0,0
28496,0,0,52,0,0.0,0
148051,0,0,31,0,0.0,0
65133,0,0,43,0,1.0,0
70918,0,0,43,0,0.0,0
4907,0,0,42,0,2.0,1
81659,0,0,55,0,2.0,0
122984,0,0,42,0,2.0,0
53023,0,0,44,0,0.0,0
73048,0,0,74,0,1.0,0
63674,1,0,57,0,2.0,0
34985,0,0,42,0,2.0,0
58594,0,0,44,0,0.0,0
58654,0,0,37,0,0.0,0
134690,3,0,59,1,1.0,1
21947,0,2,44,0,0.0,1
44140,0,0,44,0,3.0,0
116757,0,0,83,0,0.0,0
107382,3,0,41,0,4.0,1
84410,0,0,56,0,1.0,0
62206,0,0,68,0,0.0,0
94382,0,0,63,0,0.0,0
128711,0,0,87,0,0.0,0
38997,0,0,30,0,1.0,1
82650,0,0,39,0,3.0,0
143075,0,0,40,0,2.0,0
123989,0,0,77,0,0.0,0
45471,0,0,33,0,1.0,0
21693,0,0,61,0,0.0,0
30604,0,0,37,0,2.0,0
123398,0,0,62,0,0.0,0
112686,0,0,57,0,0.0,1
105125,0,0,46,0,1.0,0
52721,0,0,55,0,2.0,1
133866,0,0,79,0,0.0,0
110538,1,0,62,1,1.0,0
11082,1,0,44,0,2.0,0
145280,0,0,68,0,0.0,0
114633,3,0,59,0,0.0,0
84531,0,0,60,0,1.0,0
50181,0,0,54,0,2.0,0
57434,0,0,72,0,0.0,0
104338,0,0,46,0,3.0,0
68500,0,0,34,0,4.0,0
27515,0,0,60,0,0.0,0
71570,1,0,27,0,1.0,1
68118,0,0,86,0,0.0,0
50797,1,0,74,0,1.0,0
111722,1,0,67,0,0.0,0
60027,0,1,46,0,1.0,0
61405,0,0,50,0,0.0,0
116149,0,0,59,0,1.0,0
91552,0,0,82,0,0.0,0
122367,0,0,54,0,0.0,0
101725,0,0,52,0,4.0,0
59406,0,0,33,0,0.0,0
46244,0,0,39,0,2.0,0
54,0,0,29,0,0.0,0
33093,0,0,36,0,0.0,0
137588,0,0,52,0,0.0,0
9196,2,0,33,0,1.0,1
84258,0,0,28,0,0.0,0
140821,0,0,34,0,1.0,0
147330,0,0,55,0,0.0,0
34655,1,0,30,0,0.0,0
51035,0,0,23,0,0.0,0
79517,0,0,38,0,0.0,0
94445,0,0,63,0,1.0,0
125805,0,0,40,0,0.0,0
38260,1,0,72,0,1.0,0
120160,0,0,47,0,1.0,0
84121,0,0,54,0,1.0,0
147865,0,0,32,0,0.0,0
30114,0,0,33,0,3.0,0
127320,0,0,38,0,2.0,1
20470,0,0,77,0,1.0,0
36056,0,0,57,0,0.0,0
7509,0,0,35,0,1.0,0
23758,0,0,69,0,0.0,0
44678,0,1,40,0,1.0,0
62682,0,0,68,0,0.0,0
105778,0,0,38,0,1.0,0
31242,0,0,81,0,1.0,0
35192,0,0,50,1,1.0,0
8586,0,0,29,0,0.0,0
93903,0,0,49,0,1.0,0
129873,0,0,55,0,2.0,0
40813,0,0,50,0,0.0,0
97077,2,0,50,0,2.0,0
104300,0,0,28,0,0.0,0
49823,0,0,31,0,0.0,0
11372,0,0,74,0,0.0,0
117233,0,0,43,0,2.0,0
1155,0,1,53,1,0.0,0
39412,0,0,59,0,0.0,0
34283,0,0,22,0,0.0,1
68514,0,0,22,0,0.0,0
128851,0,0,81,0,0.0,0
141430,0,0,91,0,0.0,0
34514,1,0,30,1,0.0,1
8684,0,0,29,0,0.0,0
142162,0,0,69,0,1.0,0
53151,2,0,28,0,0.0,0
48446,0,0,46,0,5.0,0
35328,0,0,70,0,1.0,0
91798,2,0,39,0,1.0,0
139753,0,0,47,0,1.0,0
110061,0,0,38,0,0.0,0
114238,0,0,50,0,0.0,0
92412,0,0,43,0,1.0,0
147993,2,0,37,0,2.0,0
122774,0,0,36,0,3.0,0
72988,0,0,53,0,2.0,0
81820,0,0,37,0,2.0,1
62762,0,0,58,0,0.0,0
118252,0,0,48,0,3.0,0
98924,0,0,46,0,0.0,0
43762,0,0,54,0,0.0,0
46364,0,0,39,1,0.0,0
28326,0,0,51,0,0.0,0
128373,0,0,77,0,0.0,0
52631,0,0,50,0,3.0,0
72236,0,0,45,0,2.0,0
115499,1,0,66,0,1.0,0
12707,0,0,70,0,1.0,1
13453,0,0,35,0,0.0,0
110588,0,0,63,0,1.0,0
64432,1,0,81,0,0.0,0
8410,0,0,67,0,0.0,0
121404,0,0,48,0,1.0,0
126282,0,0,66,0,0.0,0
113729,0,0,85,0,0.0,0
3974,2,0,42,0,1.0,0
134220,0,0,32,0,0.0,0
91756,0,0,49,0,2.0,0
112651,0,0,85,0,0.0,0
108317,0,0,83,0,0.0,0
38138,0,0,33,0,0.0,0
102371,1,4,56,0,0.0,0
132418,0,0,47,0,0.0,0
80830,0,0,74,0,0.0,0
45523,0,0,66,0,0.0,0
146664,2,0,40,0,3.0,0
36078,0,0,54,0,1.0,0
33685,0,0,30,0,0.0,0
66408,0,0,47,0,0.0,0
17137,5,0,52,0,3.0,0
17432,0,0,35,0,2.0,0
89722,0,0,35,0,1.0,0
136250,2,0,41,0,4.0,0
12201,0,0,61,0,1.0,0
70180,1,0,55,0,1.0,0
51939,0,0,46,0,0.0,0
113793,0,0,81,0,0.0,0
124159,1,0,39,0,1.0,0
109625,1,1,33,1,0.0,0
132198,0,0,42,0,3.0,0
149784,0,0,50,1,4.0,1
71253,0,0,49,0,2.0,0
10545,1,0,77,0,0.0,0
4875,0,0,23,0,0.0,0
34719,0,0,48,0,1.0,0
27719,0,0,31,0,1.0,0
92628,0,0,39,0,2.0,0
58681,0,0,45,0,0.0,0
27446,0,0,52,0,0.0,0
129060,0,0,44,0,2.0,1
83447,0,0,74,0,0.0,0
89159,0,0,36,0,0.0,0
149743,0,0,62,0,0.0,0
92817,0,0,23,0,0.0,0
87841,0,0,73,0,0.0,0
100771,0,0,59,1,1.0,0
69612,0,0,49,0,0.0,0
144599,0,0,74,0,0.0,0
147634,0,0,53,0,2.0,0
43924,0,0,80,0,0.0,0
24699,0,0,65,0,0.0,0
149728,0,0,44,0,2.0,0
132504,0,0,59,0,4.0,0
37976,0,0,41,0,0.0,0
626,2,0,64,0,1.0,0
140570,0,0,34,0,0.0,0
2946,0,0,68,0,1.0,0
15662,1,0,50,0,1.0,1
55442,0,0,57,0,0.0,0
71603,0,0,26,0,0.0,0
98451,0,0,61,0,0.0,0
44279,0,0,48,0,1.0,0
95714,0,0,67,0,0.0,0
39781,0,0,31,0,0.0,0
147833,1,0,55,0,0.0,0
91354,0,0,48,0,5.0,0
87999,0,0,43,0,3.0,0
77192,0,0,41,0,1.0,0
132213,0,0,36,0,3.0,0
41405,0,0,62,0,1.0,0
127831,0,0,41,0,0.0,0
61731,0,0,74,0,0.0,0
81104,0,0,49,0,4.0,0
38560,0,0,29,0,0.0,0
128284,0,0,66,0,0.0,0
5712,0,0,58,0,0.0,0
26648,0,0,55,0,2.0,0
137462,0,0,67,0,0.0,0
55316,0,0,62,0,0.0,0
76469,0,0,63,0,0.0,0
11801,2,0,52,1,2.0,1
72981,0,0,82,0,0.0,0
69464,0,0,77,1,0.0,0
107356,0,0,54,0,3.0,0
23969,0,0,66,0,0.0,0
111383,0,0,55,0,0.0,1
59485,0,0,47,0,0.0,0
58830,0,0,35,0,0.0,0
108480,0,0,47,0,0.0,0
81043,0,0,52,0,1.0,0
13264,2,0,39,0,0.0,1
142129,0,0,33,0,0.0,0
64188,0,0,62,0,0.0,0
24336,0,0,35,0,0.0,0
80512,0,0,61,0,2.0,0
138574,0,0,57,0,3.0,0
81409,0,0,31,0,2.0,0
20959,0,4,35,0,0.0,0
59463,0,0,66,0,0.0,0
74645,0,0,65,0,1.0,0
149446,0,0,40,0,0.0,1
136464,0,0,74,0,0.0,0
86614,0,0,55,0,0.0,0
148561,0,0,61,0,0.0,0
23394,0,0,51,0,1.0,0
106263,0,0,36,0,0.0,0
101568,0,0,41,0,0.0,0
2512,0,0,34,0,5.0,0
143559,0,0,58,0,2.0,0
131557,0,0,38,0,0.0,0
675,0,0,52,0,0.0,0
98123,0,0,64,0,0.0,0
62376,0,1,27,0,0.0,0
147649,0,0,40,0,0.0,0
44029,0,0,56,0,0.0,0
87341,0,0,52,0,0.0,0
18000,0,0,62,0,0.0,0
37933,0,0,49,0,0.0,0
63763,0,0,33,0,0.0,0
77927,0,0,43,0,1.0,0
129710,0,0,79,0,0.0,0
135338,0,0,74,0,0.0,0
111462,1,0,41,0,0.0,0
41437,0,0,62,0,0.0,0
71020,0,0,30,0,0.0,0
140941,0,0,42,0,1.0,0
125809,0,0,72,0,0.0,0
31605,0,2,42,2,2.0,0
67859,0,0,59,0,0.0,0
67561,0,0,49,0,4.0,0
113578,5,0,44,1,0.0,0
69112,1,0,82,0,0.0,0
132880,0,0,37,0,2.0,0
80135,0,0,54,0,0.0,0
64222,0,0,26,1,0.0,0
14024,0,0,60,0,1.0,0
63524,0,0,54,1,0.0,0
98596,1,0,44,0,2.0,0
147688,0,0,47,0,0.0,0
35221,1,0,67,0,0.0,0
91575,0,0,51,0,0.0,0
96425,0,0,67,0,0.0,0
111816,0,0,31,0,0.0,0
19909,0,0,52,0,2.0,0
45078,0,0,64,0,0.0,0
90794,0,0,36,0,0.0,0
145105,0,0,42,0,1.0,0
137208,2,0,44,1,0.0,1
8166,0,0,65,0,0.0,0
122477,1,0,65,0,0.0,0
91455,7,1,28,2,3.0,1
30858,0,0,31,0,0.0,0
3136,0,0,68,0,0.0,0
111866,0,0,35,0,2.0,0
78924,0,0,60,0,0.0,0
35569,0,0,64,0,0.0,0
39697,0,0,65,0,0.0,0
121972,0,0,57,1,0.0,0
50889,0,0,51,0,3.0,0
141630,1,0,44,0,0.0,0
47509,0,0,62,0,0.0,0
41226,0,0,79,0,0.0,0
60662,0,0,61,0,0.0,0
144472,2,0,71,1,0.0,1
49364,0,0,60,0,0.0,0
59201,0,0,42,0,4.0,0
125182,0,0,45,0,2.0,0
42118,0,0,51,0,0.0,0
99260,2,0,58,0,1.0,0
116500,4,0,50,0,3.0,1
122939,1,0,57,0,0.0,0
82571,0,0,54,0,0.0,0
19698,0,0,60,0,1.0,0
108272,0,0,34,0,0.0,0
29302,0,0,65,0,0.0,0
128734,0,0,65,0,0.0,0
112542,0,0,80,0,0.0,0
144582,1,8,51,2,1.0,0
90174,0,0,58,0,1.0,0
8215,0,1,61,0,0.0,0
109671,0,0,66,0,1.0,0
46988,0,0,56,0,0.0,0
136776,0,0,27,0,0.0,0
89589,0,0,59,0,0.0,0
86952,0,0,69,0,0.0,0
110235,0,0,54,0,0.0,0
51707,0,0,55,0,4.0,0
2283,3,0,33,0,2.0,0
130769,0,0,36,0,0.0,0
38959,0,0,73,0,0.0,0
14327,0,0,39,0,0.0,0
70942,0,0,42,0,2.0,0
84320,0,0,45,0,0.0,0
126129,0,0,52,0,1.0,0
70134,0,0,59,0,0.0,0
118746,6,1,36,3,1.0,1
45714,1,0,60,0,1.0,0
70125,0,0,58,0,1.0,0
108211,0,0,41,0,2.0,0
141831,0,0,42,0,0.0,0
135269,0,0,52,0,3.0,0
48911,1,1,43,1,1.0,1
18379,0,0,43,0,1.0,0
68559,0,0,30,0,0.0,0
72014,0,0,76,0,0.0,0
80208,1,0,27,0,2.0,0
37572,0,0,41,0,0.0,0
15983,0,0,35,0,2.0,0
34565,0,0,75,0,0.0,0
53220,0,0,69,0,0.0,0
103964,1,0,65,0,0.0,0
147017,0,0,45,0,2.0,0
75164,0,1,47,0,0.0,0
100101,0,0,62,0,0.0,0
68847,0,0,39,0,4.0,0
28760,0,0,44,0,3.0,0
68104,0,0,56,0,0.0,0
131417,0,0,61,0,1.0,0
58077,0,0,53,0,4.0,1
59691,0,0,35,0,1.0,0
31686,0,0,54,0,2.0,0
98433,1,0,44,0,2.0,1
9398,2,0,58,0,0.0,0
65888,0,0,39,0,2.0,0
112841,1,0,47,0,1.0,1
55761,1,2,51,0,3.0,1
23681,0,0,49,0,3.0,0
148933,0,0,60,0,1.0,0
82544,0,0,47,0,2.0,0
21400,0,0,62,0,0.0,0
106714,1,0,72,1,0.0,0
106440,2,1,69,0,0.0,1
95482,0,0,64,0,0.0,0
131059,1,0,41,0,3.0,0
138990,0,0,32,0,0.0,0
64340,0,1,41,0,2.0,0
25543,0,0,63,1,0.0,1
5930,0,0,33,0,0.0,0
104434,0,0,43,0,3.0,0
89937,0,0,81,0,0.0,0
143228,0,0,23,0,0.0,0
45650,0,0,75,0,2.0,0
76901,0,1,48,0,3.0,0
124359,1,0,68,0,0.0,0
24689,0,0,49,0,0.0,0
41673,0,0,59,3,0.0,1
111937,0,0,30,0,0.0,0
4999,0,0,43,0,0.0,0
97961,0,0,34,0,2.0,0
62285,0,0,72,0,1.0,0
109847,1,0,38,0,2.0,0
149371,0,0,50,0,2.0,0
98002,0,0,23,0,0.0,0
12534,0,0,69,0,1.0,0
46013,0,0,54,0,1.0,0
133865,0,0,50,0,2.0,0
97697,0,0,44,0,0.0,0
87621,0,0,53,0,2.0,0
99761,0,0,75,0,0.0,0
37607,0,0,41,0,3.0,0
57048,0,0,70,0,0.0,0
52509,0,0,80,0,0.0,0
148301,0,0,61,0,0.0,0
62159,0,0,48,0,4.0,0
124025,0,0,47,0,1.0,0
21601,3,0,47,0,1.0,0
93755,2,0,60,0,0.0,0
7864,0,0,41,0,0.0,0
49302,0,0,55,0,0.0,0
142751,0,0,51,0,2.0,0
130185,0,0,45,0,1.0,0
87019,0,0,70,0,0.0,0
110327,0,0,40,0,0.0,0
357,0,0,38,0,0.0,0
62458,0,0,68,0,0.0,0
94133,0,0,62,0,3.0,0
71488,0,0,50,0,2.0,0
144433,0,0,65,0,1.0,0
104957,0,0,71,0,1.0,0
147977,0,0,69,0,0.0,0
67777,0,0,54,0,2.0,1
105990,0,0,50,0,0.0,0
2395,2,0,29,0,0.0,0
130304,0,0,63,0,0.0,0
25123,0,1,32,2,0.0,0
67446,0,0,38,0,1.0,0
92408,1,0,39,0,3.0,0
75454,0,0,33,0,3.0,0
120507,0,0,23,0,0.0,0
30006,4,0,55,6,1.0,1
108538,1,0,56,0,2.0,0
109372,2,0,59,0,0.0,0
34941,2,0,36,0,2.0,0
8973,1,0,32,0,0.0,0
87109,0,0,28,0,0.0,0
25933,0,0,44,0,1.0,0
116789,0,0,73,0,0.0,0
115445,1,0,48,0,0.0,0
60605,1,0,57,0,0.0,0
79411,0,0,41,0,2.0,0
52660,0,0,57,0,0.0,0
98480,0,0,29,0,0.0,0
27901,0,0,34,0,0.0,0
94775,1,0,82,0,4.0,0
302,0,0,46,0,3.0,0
67132,0,0,69,0,0.0,0
73566,0,0,54,0,0.0,0
35697,0,0,59,0,0.0,0
20489,0,0,61,0,0.0,0
32224,0,0,58,0,0.0,0
83114,0,0,59,0,3.0,0
65597,0,0,51,0,1.0,0
90381,0,0,46,0,1.0,0
107875,1,0,37,0,1.0,0
115154,0,0,42,0,0.0,0
120328,0,2,42,0,3.0,0
110948,0,0,38,0,2.0,0
68791,0,0,57,0,0.0,0
111026,2,0,51,0,0.0,0
113402,0,0,55,0,0.0,0
90840,0,0,83,0,0.0,0
148340,0,0,55,0,1.0,0
136229,0,0,82,0,0.0,0
51159,0,0,61,0,4.0,0
31829,0,0,50,0,1.0,0
16803,0,0,37,0,2.0,0
61980,2,0,31,0,3.0,0
125625,0,0,34,0,1.0,0
140231,0,0,61,0,0.0,0
5802,0,0,33,0,2.0,0
3633,0,0,43,0,2.0,0
44498,0,0,39,0,2.0,0
125417,0,0,49,0,1.0,0
19291,2,0,26,0,0.0,1
47831,1,0,46,0,2.0,0
75817,0,0,45,0,0.0,0
133412,0,0,54,0,0.0,0
147953,0,0,39,0,0.0,0
131263,0,0,74,0,1.0,0
63473,0,0,61,0,1.0,0
129246,0,0,47,0,1.0,0
78739,0,0,37,0,1.0,0
36058,0,0,48,0,3.0,0
3055,0,0,34,0,0.0,1
110597,0,0,41,0,0.0,0
13127,0,0,51,0,3.0,0
92492,1,0,39,0,0.0,0
13875,0,0,31,0,0.0,0
12345,0,0,72,0,2.0,0
137155,0,2,46,0,1.0,0
146039,1,0,66,0,1.0,0
119483,0,0,72,0,0.0,0
118565,0,0,35,0,0.0,0
45383,0,0,27,0,0.0,0
6798,0,0,31,0,0.0,0
78039,0,0,79,0,0.0,0
4165,0,0,79,0,0.0,0
5350,0,0,46,0,3.0,0
34519,0,0,50,0,1.0,0
89297,2,0,55,0,0.0,0
22241,0,0,89,0,0.0,0
69566,0,0,84,0,0.0,0
147931,0,0,44,0,3.0,0
128049,0,0,49,0,1.0,0
4770,0,0,33,0,0.0,0
9305,0,0,33,0,0.0,0
4582,0,0,39,0,0.0,0
81179,0,0,68,0,0.0,0
109309,0,0,38,0,0.0,0
19140,0,0,41,0,1.0,0
5471,0,0,34,0,1.0,0
130408,0,0,63,0,0.0,0
64959,0,0,58,0,1.0,0
43288,0,0,54,0,1.0,0
96915,0,0,67,0,1.0,0
125569,0,0,56,0,3.0,0
148731,0,0,40,0,0.0,0
24249,0,0,55,0,3.0,0
70139,0,0,56,0,0.0,0
110553,0,0,32,0,0.0,0
4166,0,0,30,0,1.0,0
6464,0,0,46,0,1.0,1
133351,0,0,27,0,0.0,0
287,0,0,62,0,0.0,0
146410,0,0,45,0,2.0,0
22562,0,0,44,0,3.0,0
125877,0,0,31,0,0.0,0
6745,0,0,37,0,4.0,0
65885,0,0,48,0,0.0,0
95317,0,0,57,0,0.0,0
145004,0,0,62,0,2.0,0
2490,0,0,23,0,0.0,0
66207,0,0,54,0,0.0,0
73599,1,0,56,0,0.0,0
45853,0,0,61,0,0.0,0
134815,0,0,51,0,0.0,0
18039,0,2,61,1,3.0,0
60467,0,0,41,0,3.0,0
58662,0,0,56,0,0.0,0
